11/08/2019,58:51.2,INVALID,Ignore,TCP,205.87.27.134:44544,->,159.133.214.141:50185,3.203.201.196:0,->,3.203.201.196:0,2.1,G,0
11/08/2019,58:51.4,INVALID,Ignore,TCP,205.87.27.134:47109,->,159.133.214.140:50625,3.203.201.196:0,->,3.203.201.196:0,2.6,G,0
11/08/2019,58:51.5,INVALID,Ignore,TCP,205.87.27.134:43659,->,159.133.214.169:50510,3.203.201.196:0,->,3.203.201.196:0,1.3,G,0
11/08/2019,58:51.6,INVALID,Ignore,TCP,205.87.27.134:42386,->,159.133.214.136:50591,3.203.201.196:0,->,3.203.201.196:0,1.4,G,0
11/08/2019,58:51.6,INVALID,Ignore,TCP,159.133.214.169:50984,->,205.87.27.134:54157,3.203.201.196:0,->,3.203.201.196:0,1.4,M,0
11/08/2019,58:51.7,INVALID,Ignore,TCP,159.133.214.168:50862,->,154.71.104.96:55807,3.203.201.196:0,->,3.203.201.196:0,591,M,0
11/08/2019,58:51.8,INVALID,Ignore,TCP,205.87.27.134:42388,->,159.133.214.136:50591,3.203.201.196:0,->,3.203.201.196:0,2,G,0
11/08/2019,58:52.0,INVALID,Ignore,TCP,205.87.27.134:42390,->,159.133.214.136:50591,3.203.201.196:0,->,3.203.201.196:0,1.5,G,0
11/08/2019,58:52.4,INVALID,Ignore,TCP,159.133.214.168:50952,->,205.87.27.134:45690,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,58:52.4,INVALID,Ignore,TCP,159.133.214.140:50466,->,205.87.27.134:56116,3.203.201.196:0,->,3.203.201.196:0,2.2,M,0
11/08/2019,58:52.6,INVALID,Ignore,TCP,159.133.214.136:50591,->,205.87.27.134:42386,3.203.201.196:0,->,3.203.201.196:0,2.5,M,0
11/08/2019,58:52.6,INVALID,Ignore,TCP,205.87.27.134:47113,->,159.133.214.140:50625,3.203.201.196:0,->,3.203.201.196:0,578.7,M,0
11/08/2019,58:52.6,INVALID,Ignore,TCP,205.87.27.134:42392,->,159.133.214.136:50591,3.203.201.196:0,->,3.203.201.196:0,676,M,0
11/08/2019,58:52.9,INVALID,Ignore,TCP,159.133.214.140:50625,->,205.87.27.134:47109,3.203.201.196:0,->,3.203.201.196:0,2.2,M,0
11/08/2019,58:53.8,INVALID,Ignore,TCP,159.133.214.168:50952,->,205.87.27.134:45694,3.203.201.196:0,->,3.203.201.196:0,1.8,M,0
11/08/2019,58:53.8,INVALID,Ignore,TCP,159.133.214.141:50185,->,205.87.27.134:44546,3.203.201.196:0,->,3.203.201.196:0,2.1,M,0
11/08/2019,58:53.9,INVALID,Ignore,TCP,159.133.214.141:50185,->,205.87.27.134:44546,3.203.201.196:0,->,3.203.201.196:0,2.6,M,0
11/08/2019,58:54.0,INVALID,Ignore,TCP,159.133.214.168:50952,->,205.87.27.134:45694,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,58:54.1,INVALID,Ignore,TCP,159.133.214.140:50625,->,205.87.27.134:47109,3.203.201.196:0,->,3.203.201.196:0,2.9,M,0
11/08/2019,58:54.4,INVALID,Ignore,TCP,159.133.214.136:50591,->,205.87.27.134:42390,3.203.201.196:0,->,3.203.201.196:0,2.6,M,0
11/08/2019,58:54.8,INVALID,Ignore,TCP,159.133.214.140:50625,->,205.87.27.134:47107,3.203.201.196:0,->,3.203.201.196:0,2.6,M,0
11/08/2019,58:54.9,INVALID,Ignore,TCP,151.100.174.41:45354,->,159.133.203.223:22,3.203.201.196:0,->,3.203.201.196:0,2.1,G,0
11/08/2019,58:55.0,INVALID,Ignore,TCP,151.100.174.41:45354,->,159.133.203.223:22,3.203.201.196:0,->,3.203.201.196:0,2,G,0
11/08/2019,58:55.0,INVALID,Ignore,TCP,159.133.203.223:22,->,151.100.174.41:45354,3.203.201.196:0,->,3.203.201.196:0,33.4,M,0
11/08/2019,58:55.3,INVALID,Ignore,TCP,159.133.214.141:50185,->,205.87.27.134:44544,3.203.201.196:0,->,3.203.201.196:0,1.8,M,0
11/08/2019,58:56.5,INVALID,Ignore,TCP,159.133.214.169:50510,->,205.87.27.134:43657,3.203.201.196:0,->,3.203.201.196:0,2,M,0
11/08/2019,58:56.6,INVALID,Ignore,TCP,159.133.214.136:50591,->,205.87.27.134:42392,3.203.201.196:0,->,3.203.201.196:0,1.9,M,0
11/08/2019,58:56.8,INVALID,Ignore,TCP,159.133.214.141:50185,->,205.87.27.134:44542,3.203.201.196:0,->,3.203.201.196:0,2.3,M,0
11/08/2019,58:57.4,INVALID,Ignore,TCP,216.195.175.138:61278,->,159.133.203.223:22,3.203.201.196:0,->,3.203.201.196:0,496.5,M,0
11/08/2019,58:58.4,INVALID,Ignore,TCP,159.133.214.141:50185,->,205.87.27.134:44540,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,59:00.7,INVALID,Ignore,TCP,159.133.214.169:50984,->,205.87.27.134:54159,3.203.201.196:0,->,3.203.201.196:0,2.3,M,0
11/08/2019,59:03.3,INVALID,Ignore,TCP,159.133.214.136:50261,->,154.71.104.96:56165,3.203.201.196:0,->,3.203.201.196:0,592.5,M,0
11/08/2019,59:05.1,INVALID,Ignore,TCP,159.133.214.136:50261,->,154.71.104.96:56165,3.203.201.196:0,->,3.203.201.196:0,613.5,M,0
11/08/2019,59:05.4,INVALID,Ignore,TCP,159.133.214.169:50984,->,205.87.27.134:54163,3.203.201.196:0,->,3.203.201.196:0,1.1,M,0
11/08/2019,59:07.2,INVALID,Ignore,TCP,157.213.149.78:25113,->,159.133.234.230:39326,3.203.201.196:0,->,3.203.201.196:0,24,M,0
11/08/2019,59:07.5,INVALID,Ignore,TCP,157.213.149.78:25113,->,159.133.234.230:39326,3.203.201.196:0,->,3.203.201.196:0,30,M,0
11/08/2019,59:09.1,INVALID,Ignore,TCP,159.133.214.140:50466,->,205.87.27.134:56114,3.203.201.196:0,->,3.203.201.196:0,2.5,M,0
11/08/2019,59:10.4,INVALID,Ignore,TCP,156.233.113.93:443,->,159.133.234.228:58491,3.203.201.196:0,->,3.203.201.196:0,106.6,M,0
11/08/2019,59:10.4,INVALID,Ignore,TCP,156.233.113.93:443,->,159.133.234.228:58491,3.203.201.196:0,->,3.203.201.196:0,56.5,M,0
11/08/2019,59:10.7,INVALID,Ignore,TCP,154.71.104.96:56165,->,159.133.214.136:50261,3.203.201.196:0,->,3.203.201.196:0,3.9,M,0
11/08/2019,59:11.1,INVALID,Ignore,TCP,201.24.128.151:26915,->,159.133.214.140:50276,3.203.201.196:0,->,3.203.201.196:0,258,M,0
11/08/2019,59:13.2,INVALID,Ignore,TCP,159.133.203.223:22,->,216.195.175.138:61278,3.203.201.196:0,->,3.203.201.196:0,6.6,M,0
11/08/2019,59:13.7,INVALID,Ignore,TCP,205.87.27.134:39920,->,159.133.214.169:50813,3.203.201.196:0,->,3.203.201.196:0,584.2,M,0
11/08/2019,59:14.0,INVALID,Ignore,TCP,205.87.27.134:39918,->,159.133.214.169:50813,3.203.201.196:0,->,3.203.201.196:0,614.7,M,0
11/08/2019,59:14.0,INVALID,Ignore,TCP,157.213.251.229:30540,->,159.133.234.234:39002,3.203.201.196:0,->,3.203.201.196:0,10.5,M,0
11/08/2019,59:14.1,INVALID,Ignore,TCP,205.87.27.134:39916,->,159.133.214.169:50813,3.203.201.196:0,->,3.203.201.196:0,2.2,G,0
11/08/2019,59:14.1,INVALID,Ignore,TCP,159.133.214.137:50388,->,205.87.27.134:56995,3.203.201.196:0,->,3.203.201.196:0,2,M,0
11/08/2019,59:14.1,INVALID,Ignore,TCP,159.133.214.169:50510,->,205.87.27.134:43659,3.203.201.196:0,->,3.203.201.196:0,2.6,M,0
11/08/2019,59:14.2,INVALID,Ignore,TCP,159.133.214.136:50984,->,205.87.27.134:40738,3.203.201.196:0,->,3.203.201.196:0,2.2,M,0
11/08/2019,59:14.3,INVALID,Ignore,TCP,205.87.27.134:40738,->,159.133.214.136:50984,3.203.201.196:0,->,3.203.201.196:0,2.3,G,0
11/08/2019,59:14.5,INVALID,Ignore,TCP,205.87.27.134:40748,->,159.133.214.136:50984,3.203.201.196:0,->,3.203.201.196:0,2,G,0
11/08/2019,59:14.8,INVALID,Ignore,TCP,205.87.27.134:40690,->,159.133.214.168:50545,3.203.201.196:0,->,3.203.201.196:0,2.3,G,0
11/08/2019,59:15.0,INVALID,Ignore,TCP,205.87.27.134:40688,->,159.133.214.168:50545,3.203.201.196:0,->,3.203.201.196:0,1.6,G,0
11/08/2019,59:15.0,INVALID,Ignore,TCP,205.87.27.134:56999,->,159.133.214.137:50388,3.203.201.196:0,->,3.203.201.196:0,1.7,G,0
11/08/2019,59:15.1,INVALID,Ignore,TCP,205.87.27.134:40694,->,159.133.214.168:50545,3.203.201.196:0,->,3.203.201.196:0,2.2,G,0
11/08/2019,59:15.2,INVALID,Ignore,TCP,159.133.214.168:50545,->,205.87.27.134:40694,3.203.201.196:0,->,3.203.201.196:0,2.9,M,0
11/08/2019,59:15.4,INVALID,Ignore,TCP,159.133.214.137:50388,->,205.87.27.134:57003,3.203.201.196:0,->,3.203.201.196:0,2.7,M,0
11/08/2019,59:15.4,INVALID,Ignore,TCP,205.87.27.134:56995,->,159.133.214.137:50388,3.203.201.196:0,->,3.203.201.196:0,1.3,G,0
11/08/2019,59:15.5,INVALID,Ignore,TCP,201.24.128.151:26915,->,159.133.214.140:50276,3.203.201.196:0,->,3.203.201.196:0,277.5,M,0
11/08/2019,59:15.5,INVALID,Ignore,TCP,205.87.27.134:40746,->,159.133.214.136:50984,3.203.201.196:0,->,3.203.201.196:0,1.5,G,0
11/08/2019,59:15.5,INVALID,Ignore,TCP,159.133.214.141:50494,->,205.87.27.134:46761,3.203.201.196:0,->,3.203.201.196:0,1.3,M,0
11/08/2019,59:15.5,INVALID,Ignore,TCP,156.233.113.94:443,->,159.133.234.237:47977,3.203.201.196:0,->,3.203.201.196:0,103.2,M,0
11/08/2019,59:15.7,INVALID,Ignore,TCP,159.133.214.136:50984,->,205.87.27.134:40746,3.203.201.196:0,->,3.203.201.196:0,1.9,M,0
11/08/2019,59:16.0,INVALID,Ignore,TCP,159.133.214.136:50984,->,205.87.27.134:40748,3.203.201.196:0,->,3.203.201.196:0,2.9,M,0
11/08/2019,59:16.1,INVALID,Ignore,TCP,159.133.214.169:50813,->,205.87.27.134:39916,3.203.201.196:0,->,3.203.201.196:0,2.2,M,0
11/08/2019,59:16.2,INVALID,Ignore,TCP,159.133.214.168:50545,->,205.87.27.134:40694,3.203.201.196:0,->,3.203.201.196:0,2.9,M,0
11/08/2019,59:16.5,INVALID,Ignore,TCP,159.133.214.136:50984,->,205.87.27.134:40738,3.203.201.196:0,->,3.203.201.196:0,2.2,M,0
11/08/2019,59:16.6,INVALID,Ignore,TCP,154.71.104.96:56165,->,159.133.214.136:50261,3.203.201.196:0,->,3.203.201.196:0,4.1,M,0
11/08/2019,59:16.7,INVALID,Ignore,TCP,159.133.214.169:50813,->,205.87.27.134:39916,3.203.201.196:0,->,3.203.201.196:0,3.1,M,0
11/08/2019,59:16.9,INVALID,Ignore,TCP,205.87.27.134:57001,->,159.133.214.137:50388,3.203.201.196:0,->,3.203.201.196:0,575.2,M,0
11/08/2019,59:17.0,INVALID,Ignore,TCP,159.133.214.136:50984,->,205.87.27.134:40750,3.203.201.196:0,->,3.203.201.196:0,2.4,M,0
11/08/2019,59:17.2,INVALID,Ignore,TCP,159.133.214.136:50984,->,205.87.27.134:40750,3.203.201.196:0,->,3.203.201.196:0,3.1,M,0
11/08/2019,59:17.2,INVALID,Ignore,TCP,156.233.113.93:443,->,159.133.234.244:57983,3.203.201.196:0,->,3.203.201.196:0,29.1,M,0
11/08/2019,59:17.6,INVALID,Ignore,TCP,205.87.27.134:40692,->,159.133.214.168:50545,3.203.201.196:0,->,3.203.201.196:0,761.4,M,0
11/08/2019,59:17.8,INVALID,Ignore,TCP,159.133.214.137:50388,->,205.87.27.134:57003,3.203.201.196:0,->,3.203.201.196:0,2.8,M,0
11/08/2019,59:17.9,INVALID,Ignore,TCP,159.133.214.137:50388,->,205.87.27.134:57001,3.203.201.196:0,->,3.203.201.196:0,1.9,M,0
11/08/2019,59:17.9,INVALID,Ignore,TCP,216.195.175.138:52428,->,159.133.203.223:22,3.203.201.196:0,->,3.203.201.196:0,612000,0,
11/08/2019,59:18.2,INVALID,Ignore,TCP,159.133.214.168:50545,->,205.87.27.134:40690,3.203.201.196:0,->,3.203.201.196:0,3.3,M,0
11/08/2019,59:18.3,INVALID,Ignore,TCP,156.233.113.94:443,->,159.133.234.244:37905,3.203.201.196:0,->,3.203.201.196:0,81.7,M,0
11/08/2019,59:18.5,INVALID,Ignore,TCP,159.133.203.223:22,->,216.195.175.138:61278,3.203.201.196:0,->,3.203.201.196:0,6.1,M,0
11/08/2019,59:18.6,INVALID,Ignore,TCP,157.213.249.222:17797,->,159.133.234.228:44558,3.203.201.196:0,->,3.203.201.196:0,13.5,M,0
11/08/2019,59:19.2,INVALID,Ignore,TCP,159.133.234.242:56576,->,157.213.251.235:15466,3.203.201.196:0,->,3.203.201.196:0,188000,0,
11/08/2019,59:19.6,INVALID,Ignore,TCP,159.133.214.168:50545,->,205.87.27.134:40690,3.203.201.196:0,->,3.203.201.196:0,2.9,M,0
11/08/2019,59:20.0,INVALID,Ignore,TCP,159.160.47.211:870,->,159.133.220.20:2049,3.203.201.196:0,->,3.203.201.196:0,578.5,M,0
11/08/2019,59:20.2,INVALID,Ignore,TCP,159.133.234.227:55396,->,19.100.232.122:1094,3.203.201.196:0,->,3.203.201.196:0,220000,0,
11/08/2019,59:21.2,INVALID,Ignore,TCP,159.133.203.223:22,->,156.245.229.219:63530,3.203.201.196:0,->,3.203.201.196:0,252.3,M,0
11/08/2019,59:21.3,INVALID,Ignore,TCP,159.133.214.137:50388,->,205.87.27.134:57001,3.203.201.196:0,->,3.203.201.196:0,1.1,M,0
11/08/2019,59:21.7,INVALID,Ignore,TCP,159.133.214.169:50813,->,205.87.27.134:39920,3.203.201.196:0,->,3.203.201.196:0,260000,0,
11/08/2019,59:22.0,INVALID,Ignore,TCP,159.133.220.20:2049,->,159.160.47.211:870,3.203.201.196:0,->,3.203.201.196:0,14.3,M,0
11/08/2019,59:23.6,INVALID,Ignore,TCP,157.213.250.247:32890,->,159.133.234.228:54554,3.203.201.196:0,->,3.203.201.196:0,3,M,0
11/08/2019,59:23.6,INVALID,Ignore,TCP,159.133.203.223:22,->,216.195.175.138:60476,3.203.201.196:0,->,3.203.201.196:0,6.3,M,0
11/08/2019,59:23.7,INVALID,Ignore,TCP,158.42.111.106:1094,->,159.133.234.250:58874,3.203.201.196:0,->,3.203.201.196:0,4.5,M,0
11/08/2019,59:23.8,INVALID,Ignore,TCP,157.213.248.203:23392,->,159.133.234.226:34924,3.203.201.196:0,->,3.203.201.196:0,7.5,M,0
11/08/2019,59:23.9,INVALID,Ignore,TCP,19.100.232.122:1094,->,159.133.234.227:55396,3.203.201.196:0,->,3.203.201.196:0,6,M,0
11/08/2019,59:24.0,INVALID,Ignore,TCP,159.133.234.253:42654,->,157.213.250.252:29065,3.203.201.196:0,->,3.203.201.196:0,104000,0,
11/08/2019,59:24.5,INVALID,Ignore,TCP,19.100.232.109:1094,->,159.133.234.254:36272,3.203.201.196:0,->,3.203.201.196:0,30,M,0
11/08/2019,59:24.5,INVALID,Ignore,TCP,159.133.214.141:50185,->,205.87.27.134:44540,3.203.201.196:0,->,3.203.201.196:0,1.2,M,0
11/08/2019,59:24.6,INVALID,Ignore,TCP,157.213.250.252:29065,->,159.133.234.253:42654,3.203.201.196:0,->,3.203.201.196:0,4.5,M,0
11/08/2019,59:24.6,INVALID,Ignore,TCP,158.42.111.103:1094,->,159.133.234.251:60852,3.203.201.196:0,->,3.203.201.196:0,6,M,0
11/08/2019,59:24.6,INVALID,Ignore,TCP,19.100.232.105:1094,->,159.133.234.248:43644,3.203.201.196:0,->,3.203.201.196:0,2.8,M,0
11/08/2019,59:24.7,INVALID,Ignore,TCP,99.185.134.54:63130,->,159.133.203.227:443,3.203.201.196:0,->,3.203.201.196:0,432000,0,
11/08/2019,59:24.9,INVALID,Ignore,TCP,216.195.175.138:60476,->,159.133.203.223:22,3.203.201.196:0,->,3.203.201.196:0,504,M,0
11/08/2019,59:24.9,INVALID,Ignore,TCP,159.133.234.238:50290,->,157.213.248.38:32132,3.203.201.196:0,->,3.203.201.196:0,104000,0,
11/08/2019,59:25.2,INVALID,Ignore,TCP,159.133.234.255:59460,->,157.213.248.104:31113,3.203.201.196:0,->,3.203.201.196:0,240000,0,
11/08/2019,59:25.3,INVALID,Ignore,TCP,159.133.234.234:39002,->,157.213.251.229:30540,3.203.201.196:0,->,3.203.201.196:0,156000,0,
11/08/2019,59:25.5,INVALID,Ignore,TCP,159.133.234.254:36272,->,19.100.232.109:1094,3.203.201.196:0,->,3.203.201.196:0,624000,0,
11/08/2019,59:26.0,INVALID,Ignore,TCP,157.213.248.229:34543,->,159.133.234.247:58180,3.203.201.196:0,->,3.203.201.196:0,6,M,0
11/08/2019,59:26.1,INVALID,Ignore,TCP,157.213.251.224:23181,->,159.133.234.231:60816,3.203.201.196:0,->,3.203.201.196:0,6,M,0
11/08/2019,59:26.1,INVALID,Ignore,TCP,157.213.248.186:21282,->,159.133.234.228:35954,3.203.201.196:0,->,3.203.201.196:0,1.9,M,0
11/08/2019,59:26.6,INVALID,Ignore,TCP,19.100.232.105:1094,->,159.133.234.248:43644,3.203.201.196:0,->,3.203.201.196:0,6,M,0
11/08/2019,59:26.8,INVALID,Ignore,TCP,156.233.113.94:443,->,159.133.234.237:32777,3.203.201.196:0,->,3.203.201.196:0,4.2,M,0
11/08/2019,59:26.8,INVALID,Ignore,TCP,157.213.248.203:23392,->,159.133.234.248:56918,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,59:26.9,INVALID,Ignore,TCP,157.213.248.0:28694,->,159.133.234.242:35216,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,59:27.0,INVALID,Ignore,TCP,157.213.251.222:32533,->,159.133.234.231:33016,3.203.201.196:0,->,3.203.201.196:0,6,M,0
11/08/2019,59:27.1,INVALID,Ignore,TCP,159.133.234.236:43794,->,157.213.249.217:16311,3.203.201.196:0,->,3.203.201.196:0,84000,0,
11/08/2019,59:27.1,INVALID,Ignore,TCP,118.188.93.246:47003,->,159.133.204.89:9483,3.203.201.196:0,->,3.203.201.196:0,40000,0,
11/08/2019,59:27.1,INVALID,Ignore,TCP,157.213.149.217:30835,->,159.133.234.228:37944,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,59:27.1,INVALID,Ignore,TCP,157.213.149.38:20196,->,159.133.234.230:33838,3.203.201.196:0,->,3.203.201.196:0,4.5,M,0
11/08/2019,59:27.1,INVALID,Ignore,TCP,157.213.248.104:31113,->,159.133.234.250:41678,3.203.201.196:0,->,3.203.201.196:0,6,M,0
11/08/2019,59:27.1,INVALID,Ignore,TCP,157.213.248.171:17830,->,159.133.234.229:50482,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,59:27.2,INVALID,Ignore,TCP,159.133.234.253:39913,->,157.213.149.146:9620,3.203.201.196:0,->,3.203.201.196:0,97000,0,
11/08/2019,59:27.2,INVALID,Ignore,TCP,159.133.234.181:59850,->,41.237.27.8:443,3.203.201.196:0,->,3.203.201.196:0,52000,0,
11/08/2019,59:27.3,INVALID,Ignore,TCP,152.237.171.87:443,->,159.133.214.134:45958,3.203.201.196:0,->,3.203.201.196:0,36,M,0
11/08/2019,59:27.3,INVALID,Ignore,TCP,157.213.248.104:31113,->,159.133.234.250:41678,3.203.201.196:0,->,3.203.201.196:0,3,M,0
11/08/2019,59:27.4,INVALID,Ignore,TCP,157.213.249.8:15083,->,159.133.234.244:50148,3.203.201.196:0,->,3.203.201.196:0,6,M,0
11/08/2019,59:27.6,INVALID,Ignore,TCP,165.26.209.77:8080,->,159.133.234.252:36656,3.203.201.196:0,->,3.203.201.196:0,7.5,M,0
11/08/2019,59:27.6,INVALID,Ignore,TCP,19.100.232.109:1094,->,159.133.234.236:56682,3.203.201.196:0,->,3.203.201.196:0,4.5,M,0
11/08/2019,59:27.7,INVALID,Ignore,TCP,159.133.234.229:50482,->,157.213.248.171:17830,3.203.201.196:0,->,3.203.201.196:0,52000,0,
11/08/2019,59:27.7,INVALID,Ignore,TCP,152.237.171.87:443,->,159.133.214.130:47162,3.203.201.196:0,->,3.203.201.196:0,26.1,M,0
11/08/2019,59:27.7,INVALID,Ignore,TCP,159.133.214.131:34342,->,152.237.171.87:443,3.203.201.196:0,->,3.203.201.196:0,52000,0,
11/08/2019,59:27.8,INVALID,Ignore,TCP,157.213.249.8:15083,->,159.133.234.244:50148,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,59:27.9,INVALID,Ignore,TCP,159.133.234.226:52668,->,157.213.248.197:33897,3.203.201.196:0,->,3.203.201.196:0,52000,0,
11/08/2019,59:27.9,INVALID,Ignore,TCP,159.133.234.228:35335,->,156.233.113.93:443,3.203.201.196:0,->,3.203.201.196:0,52000,0,
11/08/2019,59:27.9,INVALID,Ignore,TCP,157.213.249.222:17797,->,159.133.234.228:44558,3.203.201.196:0,->,3.203.201.196:0,3,M,0
11/08/2019,59:27.9,INVALID,Ignore,TCP,159.133.234.249:51746,->,157.213.249.18:16749,3.203.201.196:0,->,3.203.201.196:0,52000,0,
11/08/2019,59:28.0,INVALID,Ignore,TCP,159.133.214.140:50276,->,201.24.128.151:26915,3.203.201.196:0,->,3.203.201.196:0,104000,0,
11/08/2019,59:28.1,INVALID,Ignore,TCP,159.25.17.79:1094,->,159.133.234.246:48264,3.203.201.196:0,->,3.203.201.196:0,13.4,M,0
11/08/2019,59:28.1,INVALID,Ignore,TCP,157.213.149.89:21893,->,159.133.234.249:44266,3.203.201.196:0,->,3.203.201.196:0,4.5,M,0
11/08/2019,59:28.1,INVALID,Ignore,TCP,159.133.214.140:50276,->,201.24.128.151:22777,3.203.201.196:0,->,3.203.201.196:0,832000,0,
11/08/2019,59:28.1,INVALID,Ignore,TCP,159.133.234.181:36080,->,54.24.11.185:443,3.203.201.196:0,->,3.203.201.196:0,52000,0,
11/08/2019,59:28.1,INVALID,Ignore,TCP,157.213.248.197:33897,->,159.133.234.226:52668,3.203.201.196:0,->,3.203.201.196:0,4.5,M,0
11/08/2019,59:28.2,INVALID,Ignore,TCP,159.133.234.228:40484,->,157.213.149.81:16151,3.203.201.196:0,->,3.203.201.196:0,104000,0,
11/08/2019,59:28.3,INVALID,Ignore,TCP,38.189.0.90:50743,->,159.133.225.120:5322,3.203.201.196:0,->,3.203.201.196:0,40000,0,
11/08/2019,59:28.3,INVALID,Ignore,TCP,190.57.32.84:40884,->,159.133.122.99:54392,3.203.201.196:0,->,3.203.201.196:0,40000,0,
11/08/2019,59:28.5,INVALID,Ignore,TCP,157.213.251.85:17287,->,159.133.234.231:53934,3.203.201.196:0,->,3.203.201.196:0,4.5,M,0
11/08/2019,59:28.5,INVALID,Ignore,TCP,159.133.234.246:48264,->,159.25.17.79:1094,3.203.201.196:0,->,3.203.201.196:0,52000,0,
11/08/2019,59:28.5,INVALID,Ignore,TCP,152.237.171.87:443,->,159.133.214.130:47168,3.203.201.196:0,->,3.203.201.196:0,54,M,0
11/08/2019,59:28.5,INVALID,Ignore,TCP,157.213.248.215:21116,->,159.133.234.245:47952,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,59:28.5,INVALID,Ignore,TCP,201.25.251.166:861,->,159.133.216.162:38084,3.203.201.196:0,->,3.203.201.196:0,84000,0,
11/08/2019,59:28.6,INVALID,Ignore,TCP,157.213.248.212:26441,->,159.133.234.241:37604,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,59:28.6,INVALID,Ignore,TCP,177.222.89.199:31688,->,159.133.136.122:40936,3.203.201.196:0,->,3.203.201.196:0,60000,0,
11/08/2019,59:28.6,INVALID,Ignore,TCP,159.133.234.254:53266,->,157.213.248.1:21832,3.203.201.196:0,->,3.203.201.196:0,52000,0,
11/08/2019,59:28.6,INVALID,Ignore,TCP,157.213.251.85:17287,->,159.133.234.231:53934,3.203.201.196:0,->,3.203.201.196:0,1.5,M,0
11/08/2019,59:28.6,INVALID,Ignore,TCP,159.133.234.228:40484,->,157.213.149.81:16151,3.203.201.196:0,->,3.203.201.196:0,104000,0,
