Time,LOND_NEWY_in,LOND_NEWY_out,AMST_BOST_in,AMST_BOST_out,AOFA_LOND_in,AOFA_LOND_out,CERN-513_WASH_in,CERN-513_WASH_out
04/07/2018 12:00,5146575694,541652994.6,3626735109,3818810964,16681542295,16461235160,138053142,555342357.5
04/07/2018 13:00,5802851428,747718951.9,3937464894,4214263581,16250812692,16926883621,87974730.76,528694806.5
04/07/2018 14:00,8445533601,6259154454,5456784675,6853013581,16683688277,18960359231,210937468.1,1678337168
04/07/2018 15:00,5341104932,422822869.5,5808803726,3496222634,13951327023,18418064326,359792949.2,2870098546
04/07/2018 16:00,5534434794,574093635.2,5236888521,6011738570,12300338566,15636770190,299722829.4,277509848.6
04/07/2018 17:00,6637440017,579517976.8,4992005081,8931887929,13153017832,21069220290,391319075.3,772084811.8
04/07/2018 18:00,6980030905,604654563.8,6616299039,9290152587,13814957123,21941647831,357189392.2,229886170.8
04/07/2018 19:00,6751886519,710022599.7,4143639826,9330548551,14291785337,17023907761,465925588,638554769.6
04/07/2018 20:00,7436353085,3280330476,3279508572,8662062749,19417053710,17144302064,6708415531,3126837975
04/07/2018 21:00,6789058413,561363478.7,3057803676,5684379902,21701316924,16299970471,8919785209,4259510876
04/07/2018 22:00,6910617585,558392703.4,2703593709,4553603859,22183931600,17104277056,9767073500,6826637299
04/07/2018 23:00,6071878450,597917964.6,3440314557,4242453358,17890866843,17224484332,11109164635,4572600969
04/08/2018 00:00,1763470561,426725926.8,3387364194,4681883523,18367435556,12376544701,2857714044,9931442670
04/08/2018 01:00,1086283037,651882941,2862194710,4956646598,18590480897,15977640925,4665841435,11652818491
04/08/2018 02:00,1651534085,573840172.4,2848700575,5187325506,28586165098,31525232628,3088810499,4921537410
04/08/2018 03:00,683843321.3,582692347.3,2986394359,4653181267,21245319467,23762129820,2686511220,2070159809
04/08/2018 04:00,1085873326,1115012360,2802587359,5630141338,20888106142,23766763652,1593179152,2681995221
04/08/2018 05:00,7330330217,26741236717,3062875540,4426798549,24311138062,21285691059,1738654738,1144044105
04/08/2018 06:00,7260602982,1397462195,5263699386,3773111688,15249986023,23014703613,2018188768,732205878.4
04/08/2018 07:00,7954700060,1449249148,6802494417,3891221698,12183118759,15801481304,2157658919,353289667.2
04/08/2018 08:00,5621917000,1054818383,5935705927,3352038242,11553711131,16548804722,1810076558,1030049358
04/08/2018 09:00,1081844727,1038160598,4865528067,3436605673,10267870555,18102853680,1849484640,665205434.8
04/08/2018 10:00,919717463.2,1060346609,8087221030,2695395877,10466132214,19035735073,1586030123,1157640345
04/08/2018 11:00,572376634.1,959053470.3,6214965229,2866992781,9844333045,18568772275,1707977438,944498629.1
04/08/2018 12:00,4103493925,981972237.8,5674314757,2938322961,9041249434,17352954741,1722661945,1237559267
04/08/2018 13:00,4804833480,948286693.2,5499016958,2318023975,7668306073,15294679113,1846442969,525493877.8
04/08/2018 14:00,5414763781,958732970,6038407396,2936550590,8669691381,16772143423,1945113595,298175659.2
04/08/2018 15:00,9089270782,850994469.4,4929322104,2286987786,7973072266,15881595280,2273659104,538195451
04/08/2018 16:00,6450620786,878898821.1,5716706260,4422688919,9403020793,13502768752,2858541827,4009351442
04/08/2018 17:00,3888714837,1273085637,5280604261,2553745916,12488874412,12416137255,3237785224,911957983.1
04/08/2018 18:00,3355468054,867265336.8,5191544874,2497132527,10536877204,17184193316,1844360892,1224014742
04/08/2018 19:00,3964318662,1076155266,4482279290,2993300953,11676486770,12718756853,1940025427,263033572
04/08/2018 20:00,3794485172,750303374,4680384487,3562256141,12701373599,13233627507,1907532220,8649672456
04/08/2018 21:00,2983455016,848691121.4,5011687799,3436244742,12095532513,21294139705,6881829887,15271930435
04/08/2018 22:00,2151306173,663897100.1,7850190640,2834471067,13598708046,17837828286,2141698416,14389960994
04/08/2018 23:00,2711665982,678864558.2,5535703348,3819577354,13655800077,23007238902,2404244302,14824351815
04/09/2018 00:00,3904151038,708879504.8,4776648652,3486294879,12562528063,17347099125,1871621857,12771838502
04/09/2018 01:00,2249245967,668663468.4,5742285117,2776593918,11458740833,14121792342,1941410936,9235859976
04/09/2018 02:00,2889498563,777538267.8,5477135175,3763899741,15910093712,12658143066,1915531921,7162391649
04/09/2018 03:00,4030494037,1039877646,3431713210,2836361037,12277397195,11888843990,777636463.8,451062907.1
04/09/2018 04:00,5576850443,916082278.5,2905556265,2858916415,15162788764,15252876824,2352099963,3218457980
04/09/2018 05:00,4334154279,613567958.8,2587001167,4668526045,18990325764,13839228264,1936901711,6786363887
04/09/2018 06:00,5077177148,698572162.2,4528356469,4049689092,17836024543,13282464521,1138957340,5396629552
04/09/2018 07:00,6004887802,11316429096,3216790472,6690832652,37212800467,18288376328,995499345.8,2183911794
04/09/2018 08:00,2925385506,1135934481,2602100897,3859748394,24353192817,27356443995,1326841442,2051268193
04/09/2018 09:00,3222258131,1370367423,3922768161,3323766229,19370609651,29886449120,2366641054,3936029111
04/09/2018 10:00,2994600204,798947289.1,3851647467,2984122086,16767826761,32427420629,2418919872,4049290714
04/09/2018 11:00,2743210062,863999543.4,6313056400,4044835085,18653077948,35777288886,1948724838,5880853549
04/09/2018 12:00,2934754372,1018157619,5408300606,2386773416,14090200385,28226860275,64892644.51,82341745.96
04/09/2018 13:00,2627528288,933756422,6907699844,6243269165,21883977030,33836038143,2347343079,5470115746
04/09/2018 14:00,5224165525,2468576817,10182936528,8079151277,30773887457,34444699425,2868994989,5796329440
04/09/2018 15:00,4700571215,1843940048,12553103848,6557494319,34566964846,35152487580,2724546943,4632981946
04/09/2018 16:00,4295598752,8115310652,9367450351,8945198211,48441662194,34122693656,1636566990,3597418345
04/09/2018 17:00,2710794982,6135303282,7691754391,7112583591,55826634206,36946069184,3892893478,4720313325
04/09/2018 18:00,1932129866,477103846.7,7108701544,7730378590,38690354937,30487297733,1748687227,5104055149
04/09/2018 19:00,211562320.8,436934436.7,4060900234,5857142789,35726506343,24952709657,809590103.8,5970038193
04/09/2018 20:00,12325870727,11431296815,8356101582,7085568340,39856205906,25267932132,6857669398,4418033649
04/09/2018 21:00,17411291163,15809356466,9148680709,5527820461,36456559372,25866563850,0,0
04/09/2018 22:00,12143485358,15885968560,8724079979,9074610677,42863713885,29426973330,0,0
04/09/2018 23:00,14033972646,8870854359,6788923311,9508957188,39827127732,28596261113,0,0
04/10/2018 00:00,13040428678,12938378408,5625984554,8818070731,41704569791,33831338376,0,0
04/10/2018 01:00,5986296502,4147069215,5092912784,6460808714,34709256692,32574601300,6189246253,1606759462
04/10/2018 02:00,204089747.2,563450446.7,7156467528,5422101985,21596043362,18339092224,15871947477,1266095631
04/10/2018 03:00,159326288.3,632903671.7,7203825738,4698324135,26778233895,13886164327,9417449878,2314803021
04/10/2018 04:00,143545952.7,879871679.9,5390167834,6015793180,32906214139,13255365935,12050350788,3588616503
04/10/2018 05:00,141520695.3,900745348.6,4891039298,6728492207,41659189795,15524104718,2336465564,11710688461
04/10/2018 06:00,155622199.6,926136604,3678945037,5125362394,41947717596,15604925122,3856018920,2556069635
04/10/2018 07:00,195722079.9,948248324.9,6315580738,7522200157,40332667440,35769403556,4367897204,1589652296
04/10/2018 08:00,4580995200,4792101201,5947426269,10106294389,30296908789,38120599598,12769996270,1749883695
04/10/2018 09:00,4922509472,3137517389,7840246481,9632380876,25464065290,38119483112,16744560219,3341949203
04/10/2018 10:00,8192256201,1287682624,7508686622,9107727695,27591742483,37450778937,18406270767,2020749763
04/10/2018 11:00,3333818852,2172880984,5379530677,7566719833,25670729487,36360975288,5482690681,2263724717
04/10/2018 12:00,6960507035,1571351755,6228682728,6955024714,27725628196,37236336083,1503827266,1571206150
04/10/2018 13:00,10561835523,3033882303,6518802995,4969408092,34186956673,34527934506,361137208.3,2811440724
04/10/2018 14:00,4249848890,2893299124,7973782075,6070144330,40535380719,31031339605,698178216.9,6444520686
04/10/2018 15:00,2414520311,1681635962,9442310372,6883929553,39761519071,35950163562,602883200,9266332660
04/10/2018 16:00,1371328510,1387115331,5097998424,6361170914,32772269992,41293769624,994639682.8,2163154794
04/10/2018 17:00,2634813394,1480377465,6330597031,4507681941,32195637467,38448705301,832685986.8,2087866245
04/10/2018 18:00,8970631074,4579933319,7426710538,6715041975,39477775186,35731460339,2824498896,2269881794
04/10/2018 19:00,11526865013,10543119934,9789998973,6443262439,51013305532,41202912371,4060496143,3506381733
04/10/2018 20:00,12607726484,2362750625,8425736772,7787474689,56079337539,36031538047,3992771440,8032636497
04/10/2018 21:00,10796956083,2630941246,7930332375,6679578531,56269038450,33337821174,4599787258,13811449778
04/10/2018 22:00,9043181371,3329867623,5561710526,6377738042,48487813327,36327451134,3318119882,14827150823
04/10/2018 23:00,7394280509,3330616828,7786440049,6512408490,40493527115,40177077603,3712840993,14274655500
04/11/2018 00:00,7699604288,2866176823,7113020664,6281942948,40449197879,36705155115,4243151077,14314072504
04/11/2018 01:00,4342850169,2912439001,6533836850,5575536651,48064217944,36203819131,3724583320,17540812145
04/11/2018 02:00,3513813593,3156051964,5790072186,5156057495,47994279974,38344537732,3626066061,11978228473
04/11/2018 03:00,3009944451,2242958675,5377589851,5345101487,45677745751,33677350643,3063037834,2223067416
04/11/2018 04:00,4426856891,1831959249,4412046363,6959143098,44156072141,24738098750,3001859301,2340474349
04/11/2018 05:00,3630091904,1570372533,5051073876,6868224850,50681023143,23611955289,3061730140,2023330436
04/11/2018 06:00,2602851248,1190352579,6009881796,7263352376,45496352350,23256216810,834040689.7,4670384851
04/11/2018 07:00,1830459211,1133875233,5478587671,6701569660,42828159840,29426061875,652643916.6,2014475088
04/11/2018 08:00,2661503440,1234564753,4651619565,8843204132,39086597735,26047156943,472810302.8,981416943.7
04/11/2018 09:00,1935287282,1233684481,4954757001,11941229510,33701792942,26152370771,272414984.9,1419666784
04/11/2018 10:00,675738563.4,1411858680,6090080612,11859045568,26472563446,29070875475,562506832.7,751039991.2
04/11/2018 11:00,673585384.2,1201402783,7024661320,10373647094,34531882013,24394842877,3690597852,3897969828
04/11/2018 12:00,579785722.5,1427757606,8873222562,11008243871,29167226934,18145690640,2519878774,895937189.1
04/11/2018 13:00,520232574,4072269072,6548808754,10037065441,27403771486,23357211464,2871684916,1246163376
04/11/2018 14:00,1879262709,5135220559,7048358966,7788131230,27618345790,26173542647,236768376.2,82914876.87
04/11/2018 15:00,2212377438,1926541740,8811550572,8520291258,40297616451,27070225598,1954257601,1078286537
04/11/2018 16:00,694893778.4,759808510.1,9416194763,9462629256,39909475032,30700805636,2949652443,6664669237
04/11/2018 17:00,530165702.2,3967536796,7525080778,7428440579,33218081931,24304860315,1856656590,6191458513
04/11/2018 18:00,491538234.4,933840990,7247024100,7922890329,38900276262,23008991076,428407042.4,5469125400
04/11/2018 19:00,791531934.4,9654755901,6762600162,7924354030,43858092233,25126898430,571119288.4,4422870347
04/11/2018 20:00,679364175,6393886613,4792406951,14499106970,47979948589,23903403747,1250707405,3337286979
04/11/2018 21:00,762657717.8,3651396517,3938637058,11036704475,47195772269,23511498007,215770082.9,1690004048
04/11/2018 22:00,3284034234,1069829968,6823466648,9985781732,47719494816,17474457162,297807422.6,1857273103
04/11/2018 23:00,2255322983,1185944084,5255464521,6499269151,34656172077,18951910633,1173679522,2353721202
04/12/2018 00:00,6074908049,1197153423,4880832924,3533529658,32253471932,17867457101,1673082369,766092344.4
04/12/2018 01:00,7357299137,6899509588,4806189644,3544319833,35447488612,13848153979,1204335995,675288925.7
04/12/2018 02:00,9214757871,8390408499,3748290536,5567229601,34793603451,17715003882,1397851998,2910365520
04/12/2018 03:00,6254266626,14970949308,3815634403,6613952632,30088364828,23838507943,1825651313,695030722.6
04/12/2018 04:00,3699955004,11059910147,4798334763,5374323908,28185403203,22023096460,1927821898,527449301.6
04/12/2018 05:00,5048376329,4439300104,5483934803,4029975047,21176168022,21812259115,1331105844,333351041.9
04/12/2018 06:00,4852149697,3906829413,7404493955,2689588234,13970456474,21608378612,1647182773,7855495364
04/12/2018 07:00,6188112894,3151812693,7406304647,5413509153,15166996973,19494407350,1886035595,4752510094
04/12/2018 08:00,7784530187,2110099238,6294824328,6635838917,18516549723,20324600610,1075023788,1671643998
04/12/2018 09:00,6471704292,2937207235,7594973273,6577876907,63924319343,21385115092,1251888267,9601133482
04/12/2018 10:00,8033359310,5259300344,8293303803,5258376707,52520651100,21072577313,1065897064,13655225762
04/12/2018 11:00,8623936082,9450157931,7718751461,4064610430,62386278965,23427697737,997330149,17530918967
04/12/2018 12:00,11455821564,17134696770,10285476938,1561701175,41384868768,30021878054,1604644033,15832153454
04/12/2018 13:00,10829881116,24325330392,15190909045,2255175069,41367316535,29245329462,1458585754,19281015172
04/12/2018 14:00,11158255382,46626486668,11047704938,1650138178,32295242894,27299501537,949427159,6223577762
04/12/2018 15:00,12856715993,15928189462,11895626562,3160034408,30480848890,26852849900,2390207764,1604276366
04/12/2018 16:00,19572732179,5659002971,11184736652,2713077571,32688683190,51131050383,5499696333,538725969.8
04/12/2018 17:00,18960335919,4714233064,10804489309,2188097219,42088056973,52589067030,12300378354,835875676.1
04/12/2018 18:00,17076718089,8664079594,11004204680,4372352439,44407498866,50342537977,10945701851,936567563
04/12/2018 19:00,17729308269,6409379993,12326777762,3653604814,46143819598,53535742086,13404240431,1095586807
04/12/2018 20:00,13291510179,7320264292,11887683788,4974511866,36423407353,41406210288,4912562538,1134366777
04/12/2018 21:00,5355441928,4349383446,10560537606,3381852935,42795027456,42586484245,6868557529,2987872172
04/12/2018 22:00,7396938571,7372968236,10620130449,2411096351,42410391698,42030890925,6565475035,1760213484
04/12/2018 23:00,7983954489,7766129666,11074182019,2736390961,44674228363,45181138606,6329519415,1893031988
4/13/18 0:00,5613304959,13463505243,10806511067,2707802737,39155838310,40208589831,7187820217,1884133369
4/13/18 1:00,7495250671,13673510003,10918261038,3068099374,44295764232,36540250445,6770909325,3106148873
4/13/18 2:00,6864720036,12393232954,9040772650,3370554489,44472876046,39920970849,1224588967,5499051395
4/13/18 3:00,9311376410,6728702518,7465856547,3150040438,47539814920,35610164470,953332510,3003162437
4/13/18 4:00,6787425144,12853975277,7340651433,2909906117,48857190934,39140643122,2148104048,5330144214
4/13/18 5:00,2458585058,5522466130,7455365909,2912366448,47134281742,37104242245,1385645137,2457850583
4/13/18 6:00,8611332030,6459502509,9158481533,2600669163,37697733063,39995833313,3349506906,2676195213
4/13/18 7:00,9144620543,20832366338,9745116982,3450426643,37846021375,33361941691,2563507445,2257710382
4/13/18 8:00,9361903396,13077236429,9001434606,3432572254,36282777965,36269617388,1271132037,2577635738
4/13/18 9:00,5552302216,17345510980,6123865821,3783651384,36156694143,38107255321,1493303452,2880586069
4/13/18 10:00,3096559951,8585108205,4072829984,3182055835,38360526751,35796585153,3516949396,1853008268
4/13/18 11:00,1694161650,6595641341,4255859219,2707152890,40661208458,38596260814,2431746545,1882821011
4/13/18 12:00,4927516903,9339496980,2263416296,2778060038,41789444961,38787976105,2498622729,2604623550
4/13/18 13:00,3982861088,10775474555,2232336435,5381964129,34272433063,26002861564,2202370666,2575027264
4/13/18 14:00,4744015254,1908333970,1837908913,4075863079,47205327313,30181438753,3005487728,3921422680
4/13/18 15:00,4672136468,1484547790,2037613898,2434419415,43872540774,26813381717,4378821999,2417534550
4/13/18 16:00,1584024440,4687049331,2243266220,2940657095,41975989053,28015614184,2495786119,1326504904
4/13/18 17:00,537268637.2,3029085148,2637893181,2837533135,38767087191,32339349149,1976855429,915929868.1
4/13/18 18:00,437797506.2,1167230474,7053185386,3395035746,40141942599,26541308313,1298245751,1528520249
4/13/18 19:00,2367947696,1415841767,8787657074,3706128832,41752836518,23051570650,1367734840,2185130414
4/13/18 20:00,3729896337,3338309111,6090645926,6086032646,45864173069,31788900278,491267611.2,2912774322
4/13/18 21:00,1095880623,4940533089,3127319498,5785560628,43119193359,32965550316,374965121.5,829703380.5
4/13/18 22:00,2380782576,4715752873,5421561153,2632071200,37220389090,26897203041,614614157,709556521.9
4/13/18 23:00,15169168702,7529326630,5821336578,3385283843,36891669816,30201080390,569728418.4,729373894.2
4/14/18 0:00,5486687610,12634179587,7191684261,3097843674,38177148948,30259231668,648245248.2,1352488754
4/14/18 1:00,1983674600,8647006789,8522215677,4134879702,36907201367,32358028996,599953456.6,1708733299
4/14/18 2:00,1472024317,12539436726,8457614871,2205952350,34671998860,33694136200,706217324.7,5803221684
4/14/18 3:00,323707788.4,10103300962,6330484572,2896548538,35200921857,30625122450,633059608,6872360738
4/14/18 4:00,392448831.6,3675803650,6194762629,3394869174,40279120466,30870385230,709999826,5920866652
4/14/18 5:00,4684040163,13682487652,7520572292,5467973146,47834086827,31966026669,444532184.6,5510451261
4/14/18 6:00,1671244806,8117590971,6512297422,5195627810,46750429443,29413115684,2827642782,21326266948
4/14/18 7:00,346165206,1620668082,7709418338,4004629977,42866550278,31524301012,1442656752,16560539040
4/14/18 8:00,409730780.9,3741690522,10697292397,3705971693,35794138065,28947546374,1369237788,1298380035
4/14/18 9:00,339346491.8,4023833462,5463271741,3361148243,21626957468,27195111830,2129626597,2024243317
4/14/18 10:00,285815764.3,5571287780,5323041444,4820886125,23926943408,24790551620,2237284601,2336476419
4/14/18 11:00,257847474.1,3851616576,4990235708,5627102311,28437486064,25959867621,2814763438,1475960747
4/14/18 12:00,332515173.3,4612305156,5113668071,4366155568,25416357167,32532449408,3430347129,1083915823
4/14/18 13:00,292588770,2249347656,5688534791,6216557174,31243590926,44530973671,3512330141,2661217318
4/14/18 14:00,236171263.4,2687292399,5747412451,5735472462,26808674408,31439184872,3909547827,1354087983
4/14/18 15:00,670092382.5,5762293439,5949065005,4127003298,32548611703,26958048238,2808948686,2126791743
4/14/18 16:00,3917709125,8285750761,7920855309,3842020642,29355284871,21472415454,2176364741,959466395
4/14/18 17:00,371321542.2,1971476900,9548302197,4842178451,25272947201,20922700945,2298904203,793761732.1
4/14/18 18:00,1148081512,1646794590,12634587527,4175354682,21925283196,23297753759,2436649175,1081440784
4/14/18 19:00,2389356421,6907190503,13537886419,3127593610,20832913267,30710873911,3370317213,1364696722
4/14/18 20:00,832003977.6,11400208008,16329563898,3547825601,23152858491,23858443842,2643845958,472303297.9
4/14/18 21:00,403495132.6,868166308.1,12688142307,4302907672,22002581666,16151938452,1468380367,973299420
4/14/18 22:00,261042982.9,761561558.4,12522565658,4064098184,24938097296,14193043506,1287549860,746906520.5
4/14/18 23:00,1957462225,799868885.1,13762267693,4451500087,28776591698,16141324276,1262343396,981485265.5
4/15/18 0:00,4142994091,2939590137,13440812124,4034307363,23042485763,15874251011,1792469698,1038344948
4/15/18 1:00,1646196709,3234056765,10492815037,5939355507,19673976681,16592880168,2136079524,1046831072
4/15/18 2:00,473276659.8,839422319.4,12533036082,3303864132,16286980899,27065773680,2921732127,1116728046
4/15/18 3:00,289322083.5,822757417.8,9674834794,2074301168,16067836643,24372434169,2319186220,1137005643
4/15/18 4:00,1424054557,2247383475,10464009655,2773231132,18764510321,20592206778,3035211681,3042252149
4/15/18 5:00,4541175569,1865354307,11004897545,3305365936,18269832974,19427370458,2522200943,961821719.7
4/15/18 6:00,4375099036,1532068017,11707600876,3479716322,18089098801,21158749926,5042321215,2147738280
4/15/18 7:00,2505343193,2044569694,9660188915,6195326913,13881833215,20235174984,5520316444,2181445768
4/15/18 8:00,2393453901,7994525201,9664335059,7583373014,10784792730,13495540568,4623059075,5703738450
4/15/18 9:00,4483123771,9264620399,11525252291,3527661462,11906415112,12127405977,2857273348,684010000.5
4/15/18 10:00,7707913857,2273123648,7098211372,4188204147,13869298808,12424332222,1711367613,578182926.6
4/15/18 11:00,9106217185,3844908588,6227660208,3460380393,13521464882,13031947604,1085418068,704791460.6
4/15/18 12:00,6720179179,6697991968,5861085568,6661100589,17773183485,12833632597,835945435.1,695713505.5
4/15/18 13:00,4123793116,3703109056,7258680901,15658681659,19315664276,20089231694,1142344781,2961403259
4/15/18 14:00,5333589607,6963538873,4298076647,14274054788,24845823955,25878774545,1015510672,1076080779
4/15/18 15:00,2747063092,4511832598,3542040278,13344919655,18309374321,14889151874,1343157885,2959142357
4/15/18 16:00,4879993453,1321169455,4574955226,15816508430,25823632798,26888600206,3539934419,1683121313
4/15/18 17:00,4180962585,1102781513,4082432858,8747832417,16247745403,17665225791,5287467399,1074223888
4/15/18 18:00,3444728671,2056154216,3352783397,4860319402,21830898747,16845310352,6768096750,508431339.5
4/15/18 19:00,3455162701,2739853161,3244904817,4181278344,15179890951,15962666823,3487288250,469057556
4/15/18 20:00,3792707826,4344567502,2802015239,3778475007,14438793319,15456149061,1532989154,3190363555
4/15/18 21:00,6343492208,6212057220,4130331730,2171481299,13498826803,19544343302,1376791697,4671872083
4/15/18 22:00,9535708724,2995874251,4192726024,4130249077,15431530995,18066669434,645399727.3,4925258174
4/15/18 23:00,5605284340,1699264412,4486099514,4831715916,17996527090,18381347654,799884008.6,4973083259
4/16/18 0:00,2535503584,7783672222,5314657580,2741765261,15947905228,17031517926,1185753301,5273358631
4/16/18 1:00,6807880344,22863697429,7395675021,4366218456,16639742199,21161937259,1437490453,4683573888
4/16/18 2:00,7894568204,25856223454,8629330511,4344621870,15900535997,30476695332,1540461148,4713972581
4/16/18 3:00,4107457938,19129678949,7656263049,7924444517,14746373530,27944688542,1552473460,4893060543
4/16/18 4:00,549995089.2,17494687502,6086197797,3488072160,18700273445,27002957872,942113460.8,4397872541
4/16/18 5:00,400246316.8,6390032831,4282463723,2992882206,37169110814,30351260922,542464326.7,1645858771
4/16/18 6:00,908574758.7,5531620549,5863359608,2563589055,19933819498,25193498116,5813630001,1598379239
4/16/18 7:00,840987856.8,16816777925,3499638520,7980355187,18348994745,23837248002,5171845909,814931325.4
4/16/18 8:00,1130261996,28512347656,4652255118,9098737167,30826933262,21159603367,1123078663,789540379.7
4/16/18 9:00,871226066.3,13558695761,4787794950,5388761355,23412717626,14200931284,1094052368,524666207.8
4/16/18 10:00,2688291774,3674095496,3325819825,5556743069,26605024409,13007386198,703535438,645562570.2
4/16/18 11:00,1582401210,16300644248,7582162329,5352260096,45144355212,21411355583,673958330.2,1708716703
4/16/18 12:00,450968887.5,8369753305,6639573781,3780502061,22285121058,25031172484,802003493.4,720924540.3
4/16/18 13:00,1336392081,1873517348,5522431707,2883470683,21576801550,24808866115,506812035.9,736737191.7
4/16/18 14:00,3308883570,21937365580,8642662572,4870147500,24335496809,30630151548,882582387.5,4248966722
4/16/18 15:00,2730230332,31395073049,8692391961,2304177269,23067006134,30792565558,862210177,8393741941
4/16/18 16:00,754723263.1,32553390195,7728163974,2507643035,29417820567,26643038368,497136943.1,6178467259
4/16/18 17:00,580495980.4,26339581512,6439748958,2572618647,30173387795,30280293082,1253278858,6691119485
4/16/18 18:00,998213323.6,23050665068,3911200098,2133427199,48568893270,22685423312,1385801106,3874573285
4/16/18 19:00,5216104410,12454208202,3449330415,2710893386,33031375834,19171799146,2197993776,1679680127
4/16/18 20:00,4708875523,14434125908,5057047546,2199020329,22277382011,25476802819,1294236505,763425005.7
4/16/18 21:00,4744190007,8117995220,4111080018,2593726832,27017402043,25285420662,3710260608,1308506608
4/16/18 22:00,3077977724,10478879799,4143348964,2590310482,28671686252,32156311122,4687191209,1382869081
4/16/18 23:00,5153484420,8762943023,4145614375,6418006812,31349073178,33555923591,4388588231,2359173365
4/17/18 0:00,4898043714,7138364668,4109478729,3891896477,36002356526,26458615523,5437222529,4847218032
4/17/18 1:00,1361766293,4935204370,3778309710,3460760007,44672188537,24872125719,8947050626,11752172781
4/17/18 2:00,3479335193,3927578893,2568606725,4180458262,32138147977,24765672657,20909732280,7812591948
4/17/18 3:00,3398491664,3676677083,2458294521,3758753735,20100810927,30715046381,21380134874,5578908026
4/17/18 4:00,3838346618,3344786632,2711997070,4984553420,25322416069,32438004065,20102085335,10713977193
4/17/18 5:00,3475742372,2275091438,1650991404,5596150233,22883782118,28777137204,11796585990,7095048782
4/17/18 6:00,3074709072,4152312827,1538273436,3743217307,25243822370,33872210307,7661394877,14578484990
4/17/18 7:00,5567128083,4023109577,2850643495,4727816426,27445497706,28786327642,8235478801,15941779180
4/17/18 8:00,3648620955,3577059625,1857624771,7971568353,28025127040,29401192054,8076329693,5781833436
4/17/18 9:00,1639872996,4435338189,2810773815,6845995372,37397487175,32506349211,5176748105,3514990602
4/17/18 10:00,2687390851,3973077759,2782000909,4620787420,32412052497,28768628661,5747520642,4067982271
4/17/18 11:00,2550862214,3684755446,3229204169,5785793778,24719404581,29393055580,7334831194,5163458998
4/17/18 12:00,2852305566,18140982178,3228054108,5693882813,21519440543,25644372857,6151914199,2976311357
4/17/18 13:00,3599676050,25022793409,3598567924,2075625023,24840903051,28072208437,4212551065,3060389538
4/17/18 14:00,6146664369,24122720090,2831362435,2355666015,24033296506,27434335345,2143649323,2814079876
4/17/18 15:00,4297462051,20884831224,3217021701,10547285513,33497421580,33106529203,1765809875,4104117273
4/17/18 16:00,1411669889,22828707791,3340969951,5180512783,36299560753,26535070576,1606538450,3672112588
4/17/18 17:00,774001674.1,30165629820,3085983830,3968891845,25576809828,30499107331,2849946156,2285363257
4/17/18 18:00,921159350.9,30379312883,6058739560,6500754210,33166204014,27069390807,2232065669,1813650004
4/17/18 19:00,2461785799,12313664849,4812423769,8535969167,27677612212,24754303080,1759632156,2271195565
4/17/18 20:00,3220909567,10636942246,5167272595,5258949127,43978402615,27903886051,2765766675,1990814082
4/17/18 21:00,6065510386,7948485823,3383765009,5316542832,39103084010,22290264011,5832843060,2636771636
4/17/18 22:00,5552278137,5732214802,3471073282,5264712869,34158558604,22918627271,5550296485,6379745041
4/17/18 23:00,1052104488,4700455312,2770670039,5647646164,30699880086,21714220597,2995548921,10245370866
4/18/18 0:00,737860098.9,9767431234,3716565027,5768103042,28160650901,20894692442,1981822010,14018994675
4/18/18 1:00,616512228.1,11145203586,4281823010,6669370504,28845734296,26619809348,4625482293,15398138270
4/18/18 2:00,501466867.6,12495653812,4954358634,4154512108,26943513657,22402232742,17682808224,11404730213
4/18/18 3:00,578640998.9,9027304518,6740145995,6135250924,29748584377,27548444049,15455519623,17112774751
4/18/18 4:00,634729001.5,25426736367,5508503018,5141526494,31277388240,24964037074,12853534118,14216472342
4/18/18 5:00,609392986.6,27777177328,4614903834,5338351123,27007380185,17895038216,6310556018,12466063042
4/18/18 6:00,543128014.9,13370489392,5758557787,5063206529,24155062700,17678366414,718940658.8,12147510349
4/18/18 7:00,683438379.1,5682323634,8277645883,5796799191,21442331553,19828742030,625110111.2,18725610660
4/18/18 8:00,1780663867,4503170205,5851779683,7300351106,25760107861,19823364954,3005044853,22069311967
4/18/18 9:00,4618657153,10554522140,4942988993,5102512955,25306892478,18265044327,780812071.4,25084694611
4/18/18 10:00,5353989055,8765093182,4844085641,3433909596,37151222859,24826497638,808179377.3,26388574544
4/18/18 11:00,4298245131,10497000560,9117162837,6009512900,31295618478,22038697268,1837048931,29705856169
4/18/18 12:00,878209183.3,27318121399,8381213074,3535026060,28665322644,22497924610,290223547.2,11103428289
4/18/18 13:00,769931116.2,19813956822,7189359889,2739122656,26480346881,22407234617,1471628414,2890587795
4/18/18 14:00,3164745717,23119876480,10530793307,4565467933,24728830995,27352623571,5551525543,4093594721
4/18/18 15:00,780183694.7,16738124176,3182211517,6585149253,22907802338,25184990636,4749552142,2148671324
4/18/18 16:00,3881733824,16092788147,8811400087,7282108703,22424776522,20721802784,6162467050,2049423490
4/18/18 17:00,3799003030,18452861403,10578509629,9037503770,27177230784,19360748009,5028126492,676285224.3
4/18/18 18:00,1466503033,12892525937,11824969981,8749770041,22367749598,22067131806,337791536.3,1041778855
4/18/18 19:00,628549226.2,8241324385,9387533528,8725119567,22297472988,20117053517,1089068240,755364498
